image,pattern,width,height,pixels,filter,filter_width,filter_height,version,repeat,time_ms,verified
checker_1024,1,1024,1024,1048576,edge_5x5,5,5,gpu_constant,7,0.343464,1
checker_1024,1,1024,1024,1048576,edge_5x5,5,5,gpu_tiled_constant,7,0.341020,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,cpu_single,1,22.235825,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,gpu_global,1,1.332798,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,gpu_tiled,1,1.306748,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,gpu_constant,1,1.308010,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,gpu_tiled_constant,1,1.303992,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,cpu_single,2,22.418444,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,gpu_global,2,1.329082,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,gpu_tiled,2,1.306898,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,gpu_constant,2,1.306888,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,gpu_tiled_constant,2,1.302572,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,cpu_single,3,22.512867,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,gpu_global,3,1.333739,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,gpu_tiled,3,1.307409,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,gpu_constant,3,1.306357,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,gpu_tiled_constant,3,1.308651,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,cpu_single,4,22.940508,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,gpu_global,4,1.343444,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,gpu_tiled,4,1.306047,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,gpu_constant,4,1.306107,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,gpu_tiled_constant,4,1.302932,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,cpu_single,5,27.439702,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,gpu_global,5,1.349853,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,gpu_tiled,5,1.336925,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,gpu_constant,5,1.314369,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,gpu_tiled_constant,5,1.307720,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,cpu_single,6,22.596614,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,gpu_global,6,1.335011,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,gpu_tiled,6,1.306397,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,gpu_constant,6,1.306827,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,gpu_tiled_constant,6,1.307999,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,cpu_single,7,23.051337,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,gpu_global,7,1.343253,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,gpu_tiled,7,1.306297,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,gpu_constant,7,1.306348,1
rings_2048,2,2048,2048,4194304,emboss_3x3,3,3,gpu_tiled_constant,7,1.303112,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,cpu_single,1,22.287013,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,gpu_global,1,1.339787,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,gpu_tiled,1,1.306508,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,gpu_constant,1,1.306858,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,gpu_tiled_constant,1,1.304154,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,cpu_single,2,22.416741,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,gpu_global,2,1.330143,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,gpu_tiled,2,1.305756,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,gpu_constant,2,1.306918,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,gpu_tiled_constant,2,1.303273,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,cpu_single,3,22.928268,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,gpu_global,3,1.330132,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,gpu_tiled,3,1.306106,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,gpu_constant,3,1.310294,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,gpu_tiled_constant,3,1.308330,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,cpu_single,4,22.387506,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,gpu_global,4,1.329152,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,gpu_tiled,4,1.306618,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,gpu_constant,4,1.306998,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,gpu_tiled_constant,4,1.303253,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,cpu_single,5,22.415068,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,gpu_global,5,1.328131,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,gpu_tiled,5,1.306317,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,gpu_constant,5,1.306487,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,gpu_tiled_constant,5,1.303203,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,cpu_single,6,22.373886,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,gpu_global,6,1.333378,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,gpu_tiled,6,1.306588,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,gpu_constant,6,1.307349,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,gpu_tiled_constant,6,1.311184,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,cpu_single,7,22.966626,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,gpu_global,7,1.346759,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,gpu_tiled,7,1.332777,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,gpu_constant,7,1.312157,1
rings_2048,2,2048,2048,4194304,sharpen_3x3,3,3,gpu_tiled_constant,7,1.311504,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,cpu_single,1,54.276707,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,gpu_global,1,1.372888,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,gpu_tiled,1,1.332227,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,gpu_constant,1,1.332727,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,gpu_tiled_constant,1,1.322032,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,cpu_single,2,55.500498,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,gpu_global,2,1.375873,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,gpu_tiled,2,1.331084,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,gpu_constant,2,1.332798,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,gpu_tiled_constant,2,1.320489,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,cpu_single,3,54.560308,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,gpu_global,3,1.383274,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,gpu_tiled,3,1.332458,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,gpu_constant,3,1.333117,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,gpu_tiled_constant,3,1.320769,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,cpu_single,4,53.905993,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,gpu_global,4,1.370855,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,gpu_tiled,4,1.331025,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,gpu_constant,4,1.332486,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,gpu_tiled_constant,4,1.320218,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,cpu_single,5,54.081220,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,gpu_global,5,1.387590,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,gpu_tiled,5,1.370976,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,gpu_constant,5,1.345357,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,gpu_tiled_constant,5,1.326658,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,cpu_single,6,54.167761,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,gpu_global,6,1.371436,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,gpu_tiled,6,1.330805,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,gpu_constant,6,1.332658,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,gpu_tiled_constant,6,1.321099,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,cpu_single,7,53.691927,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,gpu_global,7,1.370205,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,gpu_tiled,7,1.335902,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,gpu_constant,7,1.331856,1
rings_2048,2,2048,2048,4194304,gaussian_5x5,5,5,gpu_tiled_constant,7,1.325046,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,cpu_single,1,56.388810,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,gpu_global,1,1.371886,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,gpu_tiled,1,1.332768,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,gpu_constant,1,1.352498,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,gpu_tiled_constant,1,1.324466,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,cpu_single,2,54.127419,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,gpu_global,2,1.369784,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,gpu_tiled,2,1.329653,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,gpu_constant,2,1.332296,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,gpu_tiled_constant,2,1.320258,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,cpu_single,3,55.256457,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,gpu_global,3,1.375403,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,gpu_tiled,3,1.332666,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,gpu_constant,3,1.332727,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,gpu_tiled_constant,3,1.320809,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,cpu_single,4,54.126328,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,gpu_global,4,1.372768,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,gpu_tiled,4,1.331055,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,gpu_constant,4,1.332868,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,gpu_tiled_constant,4,1.320430,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,cpu_single,5,53.943460,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,gpu_global,5,1.368822,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,gpu_tiled,5,1.330995,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,gpu_constant,5,1.332978,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,gpu_tiled_constant,5,1.320297,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,cpu_single,6,53.674371,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,gpu_global,6,1.368592,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,gpu_tiled,6,1.330544,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,gpu_constant,6,1.332858,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,gpu_tiled_constant,6,1.320859,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,cpu_single,7,53.650293,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,gpu_global,7,1.372077,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,gpu_tiled,7,1.330014,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,gpu_constant,7,1.332807,1
rings_2048,2,2048,2048,4194304,edge_5x5,5,5,gpu_tiled_constant,7,1.320529,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,cpu_single,1,52.648820,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,gpu_global,1,2.952662,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,gpu_tiled,1,2.922094,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,gpu_constant,1,2.923286,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,gpu_tiled_constant,1,2.915556,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,cpu_single,2,52.559985,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,gpu_global,2,2.958391,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,gpu_tiled,2,2.922295,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,gpu_constant,2,2.922285,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,gpu_tiled_constant,2,2.915546,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,cpu_single,3,52.615950,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,gpu_global,3,2.949848,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,gpu_tiled,3,2.926331,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,gpu_constant,3,2.926212,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,gpu_tiled_constant,3,2.916226,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,cpu_single,4,52.949238,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,gpu_global,4,2.955596,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,gpu_tiled,4,2.922134,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,gpu_constant,4,2.923256,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,gpu_tiled_constant,4,2.916186,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,cpu_single,5,53.834584,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,gpu_global,5,2.954885,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,gpu_tiled,5,2.925880,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,gpu_constant,5,2.930889,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,gpu_tiled_constant,5,2.914703,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,cpu_single,6,53.018673,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,gpu_global,6,2.957720,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,gpu_tiled,6,2.930868,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,gpu_constant,6,2.925009,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,gpu_tiled_constant,6,2.919301,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,cpu_single,7,52.842957,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,gpu_global,7,2.953362,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,gpu_tiled,7,2.925461,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,gpu_constant,7,2.925160,1
noise_3072,3,3072,3072,9437184,emboss_3x3,3,3,gpu_tiled_constant,7,2.920413,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,cpu_single,1,55.481520,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,gpu_global,1,2.960313,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,gpu_tiled,1,2.925031,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,gpu_constant,1,2.923357,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,gpu_tiled_constant,1,2.916116,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,cpu_single,2,56.302429,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,gpu_global,2,2.957679,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,gpu_tiled,2,2.923018,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,gpu_constant,2,2.923307,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,gpu_tiled_constant,2,2.915465,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,cpu_single,3,55.706693,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,gpu_global,3,2.952531,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,gpu_tiled,3,2.922346,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,gpu_constant,3,2.923537,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,gpu_tiled_constant,3,2.916556,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,cpu_single,4,55.755336,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,gpu_global,4,2.957850,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,gpu_tiled,4,2.922324,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,gpu_constant,4,2.923697,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,gpu_tiled_constant,4,2.922337,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,cpu_single,5,55.929982,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,gpu_global,5,2.963147,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,gpu_tiled,5,2.926391,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,gpu_constant,5,2.928064,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,gpu_tiled_constant,5,2.921063,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,cpu_single,6,55.832192,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,gpu_global,6,2.949145,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,gpu_tiled,6,2.921424,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,gpu_constant,6,2.922857,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,gpu_tiled_constant,6,2.915946,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,cpu_single,7,57.386388,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,gpu_global,7,2.957900,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,gpu_tiled,7,2.923016,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,gpu_constant,7,2.927253,1
noise_3072,3,3072,3072,9437184,sharpen_3x3,3,3,gpu_tiled_constant,7,2.916376,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,cpu_single,1,123.855241,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,gpu_global,1,3.027856,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,gpu_tiled,1,2.978151,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,gpu_constant,1,2.981335,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,gpu_tiled_constant,1,2.955015,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,cpu_single,2,121.713753,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,gpu_global,2,3.024591,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,gpu_tiled,2,2.974014,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,gpu_constant,2,2.980765,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,gpu_tiled_constant,2,2.952351,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,cpu_single,3,123.700986,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,gpu_global,3,3.025543,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,gpu_tiled,3,2.974345,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,gpu_constant,3,2.980033,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,gpu_tiled_constant,3,2.957299,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,cpu_single,4,126.476338,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,gpu_global,4,3.026784,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,gpu_tiled,4,2.973975,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,gpu_constant,4,2.979671,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,gpu_tiled_constant,4,2.952891,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,cpu_single,5,122.126971,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,gpu_global,5,3.025632,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,gpu_tiled,5,2.981025,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,gpu_constant,5,2.980454,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,gpu_tiled_constant,5,2.954244,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,cpu_single,6,122.748528,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,gpu_global,6,3.026273,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,gpu_tiled,6,2.977909,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,gpu_constant,6,2.988115,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,gpu_tiled_constant,6,2.953493,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,cpu_single,7,124.171813,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,gpu_global,7,3.026976,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,gpu_tiled,7,2.978581,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,gpu_constant,7,2.981435,1
noise_3072,3,3072,3072,9437184,gaussian_5x5,5,5,gpu_tiled_constant,7,2.953724,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,cpu_single,1,125.576410,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,gpu_global,1,3.047846,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,gpu_tiled,1,3.004840,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,gpu_constant,1,2.982977,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,gpu_tiled_constant,1,2.958741,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,cpu_single,2,125.405258,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,gpu_global,2,3.023861,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,gpu_tiled,2,2.975185,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,gpu_constant,2,2.980754,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,gpu_tiled_constant,2,2.952671,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,cpu_single,3,124.267247,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,gpu_global,3,3.025342,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,gpu_tiled,3,2.974635,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,gpu_constant,3,2.980254,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,gpu_tiled_constant,3,2.952281,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,cpu_single,4,124.119041,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,gpu_global,4,3.030642,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,gpu_tiled,4,2.974845,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,gpu_constant,4,2.982327,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,gpu_tiled_constant,4,2.957819,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,cpu_single,5,126.079986,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,gpu_global,5,3.026193,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,gpu_tiled,5,2.978752,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,gpu_constant,5,2.985141,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,gpu_tiled_constant,5,2.957038,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,cpu_single,6,125.682421,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,gpu_global,6,3.025753,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,gpu_tiled,6,2.974665,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,gpu_constant,6,2.981185,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,gpu_tiled_constant,6,2.959833,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,cpu_single,7,127.102430,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,gpu_global,7,3.031161,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,gpu_tiled,7,2.979913,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,gpu_constant,7,2.984739,1
noise_3072,3,3072,3072,9437184,edge_5x5,5,5,gpu_tiled_constant,7,2.956377,1
